372,Adenia dolichosiphon Harms
373,Humbertochloa greenwayi C.E.Hubb.
374,Eragrostis perbella K.Schum. ex Engl.
375,Taxillus wiensii Polhill
376,Stolzia leedalii P.J.Cribb
377,Dorstenia hildebrandtii var. schlechteri (Engl.) Hijman
378,Ancistrorhynchus refractus (Kraenzl.) Summerh.
379,Dalbergia gloveri Q.Luke
380,Turraea barbata Styles & F.White
381,Disperis egregia Summerh.
382,Polystachya acuminata Summerh.
383,Blotiella coriacea Verdc.
384,Cynorkis usambarae Rolfe
385,Saintpaulia ulugurensis Haston
386,Blotiella stipitata (Alston) Faden
387,Erythrococca berberidea Prain
388,Jatropha hildebrandtii var. torrentis-lugardi Radcl.-Sm.
389,Crotalaria schliebenii Polhill
390,Polystachya caudata Summerh.
391,Plectranthus orbicularis Gürke
392,Polystachya disiformis P.J.Cribb
393,
394,Tridactyle minuta P.J.Cribb
395,Dinebra haareri (Stapf & C.E.Hubb.) P.M.Peterson & N.Snow
396,Adenia kirkii Engl.
397,Turraea mombassana Hiern ex C.DC.
398,
399,
400,Gravesia pulchra (Gilg) Jacq.-Fél. ex Wickens
401,Hickelia africana S.Dransf.
402,Englerina triplinervia (Baker & Sprague) Polhill & Wiens
403,
404,Leucas usagarensis Gürke
405,Grevea eggelingii Milne-Redh.
406,Dionychastrum schliebenii A.Fern. & R.Fern.
407,Polystachya teitensis P.J.Cribb
408,Eugenia scheffleri Engl.
409,Diplazium ulugurense Verdc.
410,Polystachya isochiloides Summerh.
411,Tristellateia africana S.Moore
412,
413,Panicum nudiflorum Renvoize
414,Agelanthus igneus (Danser) Polhill & Wiens
415,Tinospora mossambicensis Engl.
416,Memecylon cogniauxii Gilg
417,
418,Marsilea fadeniana Launert
419,Memecylon verruculosum Brenan
420,Habenaria leucoceras Schltr.
421,Englerina macilenta Polhill & Wiens
422,Crotalaria laburnoides Klotzsch
423,Tinospora oblongifolia (Engl.) Tronpin
424,Ancistrorhynchus parviflorus Summerh.
425,Agelanthus microphyllus Polhill & Wiens
426,Microlepia fadenii Pic.Serm.
427,Polystachya fischeri Rchb.
428,
429,
430,Tridactyle phaeocephala Summerh.
431,Polystachya caespitifica subsp. latilabris (Summerh.) P.J.Cribb & Podz.
432,Phyllanthus kaessneri Hutch.
433,Panicum hippothrix K.Schum. ex Engl.
434,Saintpaulia watkinsii Haston
435,Habenaria richardsiae Summerh.
436,Anisocycla blepharosepala Diels
437,Stolzia moniliformis P.J.Cribb
438,Englerina heckmanniana (Engl.) Polhill & Wiens
439,Angraecopsis tenerrima Kraenzl.
440,Adenia kigogoensis Hearn
441,Polystachya holstii Kraenzl.
442,Memecylon magnifoliatum A.Fern. & R.Fern.
443,
444,Tridactyle sarcodantha Mansf.
445,Oncella ambigua Tiegh.
446,
447,Memecylon myrtilloides Markgr.
448,
449,Dorstenia tayloriana Rendle
450,Adenia globosa Engl.
451,Oncella curviramea (Engl.) Danser
452,
453,Habenaria plectromaniaca Rchb.f. & S.Moore
454,Schlechterina mitostemmatoides Harms
455,Dorstenia warneckei Engl.
456,
457,Diplazium pseudoporrectum Hieron.
458,Dorstenia goetzei Engl.
459,Dorstenia holstii Engl.
460,Habenaria villosa Rolfe
461,Plectranthus platyphyllus A.J.Paton
462,Habenaria stylites Rchb.f. & S.Moore
463,Disperis kerstenii Rchb.f.
464,Genlisea glandulosissima R.E.Fr.
465,Cheilanthes deboeri Verdc.
466,Polystachya serpentina P.J.Cribb
467,Disa nyikensis H.P.Linder
468,
469,Crotalaria ovata Polhill
470,Tridactyle flabellata P.J.Cribb
471,Pseudobersama mossambicensis (Sim) Verdc.
472,
473,Sporobolus geminatus Clayton
474,Disperis aphylla Kraenzl. ex De Wild. & T.Durand
475,Englerina kwaiensis (Engl.) Polhill & Wiens
476,Polystachya porphyrochila J.Stewart
477,Syzygium parvulum Mildbr.
478,Eriocaulon selousii S.M.Phillips
479,Paropsia braunii Gilg
480,Agelanthus validus Polhill & Wiens
481,Polystachya canaliculata Summerh.
482,Dorstenia tenuiradiata Mildbr.
483,Acridocarpus alopecurus Sprague
484,Basananthe zanzibarica (Mast.) de Wilde
485,Agelanthus longipes (Baker & Sprague) Polhill & Wiens
486,Dorstenia ulugurensis Engl.
487,Marsilea botryocarpa F.Ballard
488,Englerina drummondii Balle ex Polhill & Wiens
489,Acridocarpus pauciglandulosus Launert
490,Ficus lingua Warb. ex De Wild. & T.Durand
491,Athyrium rondoense Verdc.
492,Syzygium micklethwaitii Verdc.
493,Agelanthus uhehensis (Engl.) Polhill & Wiens
494,Cordyla densiflora Milne-Redh.
495,Stolzia christopheri P.J.Cribb
496,Tridactyle brevifolia Mansf.
497,
498,Polystachya uluguruensis P.J.Cribb & Podz.
499,Tridactyle tanneri P.J.Cribb
500,Paropsia grewioides Welw. ex Mast.
501,Gravesia hylophila (Gilg) A.Fern. & R.Fern.
502,Bulbophyllum concatenatum P.J.Cribb & P.Taylor
503,Erianthemum rotundifolium Wiens & Polhill
504,Angraecopsis parva (P.J.Cribb) P.J.Cribb
505,Blotiella hieronymi (Kümm.) Pic.Serm.
506,
507,Stolzia atrorubra Mansf.
508,Polystachya pudorina P.J.Cribb
509,Microcharis microcharoides (Taub.) Schrire
510,Agelanthus pennatulus (Sprague) Polhill & Wiens
511,Tinnea vesiculosa Gürke
512,
513,
514,Eugenia mufindiensis Verdc.
515,Agelanthus atrocoronatus Polhill & Wiens
516,Cynorkis buchwaldiana Kraenzl.
517,Platysepalum inopinatum Harms
518,
519,Eragrostis pseudopoa C.E.Hubb.
520,Dorstenia zanzibarica Oliv.
521,Agelanthus kayseri (Engl.) Polhill & Wiens
522,Polystachya rugosilabia Summerh.
523,Erianthemum occultum (Sprague) Danser
524,Memecylon greenwayi Brenan
525,Medinilla engleri Gilg
526,Adenia lindiensis Harms
527,Plectranthus mafiensis A.J.Paton
528,Plectranthus strangulatus A.J.Paton
529,Warneckea amaniensis Gilg
530,Tridactyle cruciformis Summerh.
531,Warneckea microphylla (Gilg) Borhidi
532,Erianthemum alveatum (Sprague) Danser
533,Warneckea schliebenii (Markgr.) Jacq.-Fél.
534,Turraea elephantina Styles & F.White
535,Coffea rhamnifolia (Chiov.) Bridson
536,Englerina holstii Tiegh.
537,
538,Plectranthus trullatus A.J.Paton
539,Englerina longiflora Polhill & Wiens
540,
541,Eugenia toxanatolica Verdc.
542,Cynorkis pleistadenia Schltr.
543,Ficus tremula subsp. tremula
544,Dorstenia variifolia Engl.
545,Polystachya xerophila Kraenzl.
546,Eragrostis muerensis Pilg.
547,Eragrostis ambleia Clayton
548,Polystachya subdiphylla Summerh.
549,Tinnea mirabilis (Bullock) Vollesen
550,Pneumatopteris usambarensis Holttum
551,Zygophlebia major (Reimers) Parris
552,
553,
554,Panicum pleianthum Peter
555,Dorstenia bicaudata Peter
556,Tristemma schliebenii Markgr.
557,Adenia schliebenii Harms
558,Panicum mlahiense Renvoize
559,Hydrostachys angustisecta Engl.
560,Panicum lukwangulense Pilg.
561,Pteris albersii Hieron.
562,Crotalaria emarginata Boj. ex Benth.
563,
564,Adenia racemosa de Wilde
565,Panicum vollesenii Renvoize
566,Chlorophytum ruahense Engl.
567,
568,
569,Englerina ramulosa (Sprague) Polhill & Wiens
570,Cyperus afrodunensis Lye
571,Polystachya lukwangulensis P.J.Cribb
572,Mystacidium nguruense P.J.Cribb
573,Eugenia tanaensis Verdc.
574,Polystachya shega Kraenzl.
575,Erianthemum lindense (Sprague) Danser
576,Acridocarpus zanzibaricus A.Juss.
577,Ancistrorhynchus laxiflorus Mansf.
578,Sesbania speciosa Taub. ex Engl.
579,Ipomoea flavivillosa Schulze-Menz
580,Acridocarpus congestus Launert
581,Polystachya praecipitis Summerh.
582,Cissampelos nigrescens Diels
583,Disperis elaphoceras Verdc.
584,Polystachya mazumbaiensis P.J.Cribb & Podz.
585,Stolzia angustifolia Mansf.
586,Crotalaria hemsleyi Milne-Redh.
587,Pteris mkomaziensis Verdc.
588,Oncella schliebeniana Balle ex Polhill & Wiens
589,Panicum pinifolium Chiov.
590,Memecylon buxoides Wickens
591,Dorstenia dionga Engl.
592,Plectranthus triangularis A.J.Paton
593,
594,Syzygium cordatum subsp. cordatum
595,Plectranthus scopulicola A.J.Paton
596,Bulbophyllum gilgianum Kraenzl.
597,Dichapetalum barbosae Torre
598,Agelanthus rondensis (Engl.) Polhill & Wiens
599,Adenia keramanthus Harms
600,Cynorkis uncata Kraenzl.
601,Polystachya longiscapa Summerh.
602,Memecylon fragrans A.Fern. & R.Fern.
603,Eragrostis usambarensis Napper
604,Globimetula pachyclada (Sprague) Danser
605,Sclerocactus brevispinus K.D.Heil & J.M.Porter
606,
607,
608,
609,Arrojadoa albiflora Buining & Brederoo
610,Parodia gaucha M.Machado & Larocca
611,
612,
613,Rhipsalis triangularis Werderm.
614,
615,
616,Aquilaria yunnanensis S.C.Huang
617,Aquilaria subintegra Ding Hou
618,Aquilaria rugosa K.Le-Cong & Kessler
619,Aquilaria baillonii Pierre ex Lecomte & Leandri
620,Camellia amplexicaulis Cohen-Stuart
621,
622,Vatica subglabra Merr.
623,Liquidambar yunnanensis (Rehder & E.H.Wilson) Ickert-Bond & J.Wen
624,
625,Camellia connata Craib
626,Camellia corallina (Gagnep.) Sealy
627,
628,
629,Camellia dormoyana (Pierre) Sealy
630,Camellia flava (Pit.) Sealy
631,Camellia gracilipes Merr. ex Sealy
632,Camellia indochinensis Merr.
633,Camellia krempfii (Gagnep.) Sealy
634,
635,
636,
637,Camellia nematodea (Gagnep.) Sealy
638,Camellia nervosa (Gagnep.) Hung T.Chang
639,Camellia petelotii (Merr.) Sealy
640,Camellia piquetiana (Pierre) Sealy
641,Camellia pubicosta Merr.
642,
643,
644,
645,Camellia tonkinensis Cohen-Stuart
646,Camellia vidalii J.C.Rosmann
647,Acer fenzelianum Hand.-Mazz.
648,Magnolia floribunda (Finet & Gagnep.) Figlar
649,Magnolia nana Dandy
650,Magnolia liliiflora Desr.
651,Magnolia sirindhorniae Noot. & Chalermglin
652,Magnolia clemensiorum Dandy
653,Magnolia chapensis (Dandy) Sima
654,Magnolia mediocris (Dandy) Figlar
655,Magnolia duclouxii Hu
656,Magnolia fulva (Hung T.Chang & B.L.Chen) Figlar
657,Magnolia blaoensis (Gagnep.) Dandy
658,Magnolia thailandica Noot. & Chalermglin
659,Magnolia macclurei (Dandy) Figlar
660,Magnolia coco DC.
661,Magnolia annamensis Dandy
662,Magnolia cathcartii (Hook.f. & Thomson) Noot.
663,Magnolia rufibarbata (Dandy) V.S.Kumar
664,
665,Magnolia shiluensis (Chun & Y.F.Wu) Figlar
666,
667,Magnolia lucida (B.L.Chen & S.C.Yang) V.S.Kumar
668,Magnolia chevalieri (Dandy) V.S.Kumar
669,Magnolia flaviflora (Y.W.Law & Y.F.Wu) Figlar
670,Magnolia garrettii (Craib) V.S.Kumar
671,Magnolia cavaleriei (Finet & Gagnep.) Figlar
672,Magnolia championii Benth.
673,Magnolia braianensis (Gagnep.) Figlar
674,Magnolia dawsoniana Rehder & E.H.Wilson
675,Magnolia albosericea Chun & C.H.Tsoong
676,Magnolia ventii (N.V.Tiep) V.S.Kumar
677,Magnolia conifera (Dandy) V.S.Kumar
678,Magnolia duperreana Pierre
679,Magnolia rajaniana (Craib) Figlar
680,Magnolia masticata (Dandy) Figlar
681,Magnolia balansae Aug.DC.
682,Magnolia dandyi Gagnep.
683,Picea linzhiensis (W.C.Cheng & L.K.Fu) Rushforth
684,Taxus mairei (Lemée & Lév.) S.Y.Hu ex T.S.Liu
685,Tsuga sieboldii Carrière
